index,키워드,키워드_빈도,포함 인물 수,포함 인물
617,활성화,10,10,"오천용화(烏川溶和), 의성재하(義城載河), 금해두섭(金海斗燮), 송산정웅(松山政雄), 송강수명(松岡秀明), 이전효선(李田孝善), 옥천창수(玉川昌樹), 금원시묵(金原時默), 송산봉룡(松山鳳龍), 금산응화(金山應和)"
618,에베소,10,10,"오천용화(烏川溶和), 의성재하(義城載河), 금해두섭(金海斗燮), 송산정웅(松山政雄), 송강수명(松岡秀明), 이전효선(李田孝善), 옥천창수(玉川昌樹), 금원시묵(金原時默), 송산봉룡(松山鳳龍), 금산응화(金山應和)"
619,새벽,10,10,"오천용화(烏川溶和), 의성재하(義城載河), 금해두섭(金海斗燮), 송산정웅(松山政雄), 송강수명(松岡秀明), 이전효선(李田孝善), 옥천창수(玉川昌樹), 금원시묵(金原時默), 송산봉룡(松山鳳龍), 금산응화(金山應和)"
620,이번,10,9,"신병칠(辛秉七), 장병섭(張炳涉), 안전한옥(安田漢玉), 창해양주(蒼海良舟), 산본남규(山本南圭), 황신국(黃信國), 목전백중(木田百仲), 금원영규(金原永圭), 이광묵(李光默)"
621,확신,10,8,"해천홍식(海川洪植), 평산영화(平山永和), 조순범(趙順範), 금전형뢰(金田炯雷), 이가병택(李家炳宅), 매촌명섭(梅村明燮), 옥원기복(玉原基福), 성암종석(城巖鍾碩)"
622,투사,10,9,"부영황(富永晃), 김종구(金鐘耉), 금주수의(金洲守誼), 오경숙(吳敬淑), 김항복(金恒福), 낭산정섭(郎山正燮), 화전유항(和田有恒), 김용장(金庸壯), 백응현(白應賢)"
623,필요성,10,6,"천천홍(天川弘), 신정화랑(新井和郞), 무곡무남(武谷茂男), 박하주(朴夏柱), 길전균우(吉田均雨), 덕산영세(德山英世)"
624,방화,10,5,"이여종(李呂鍾), 김혁근(金赫根), 손창근(孫昌根), 이두영(李斗榮), 김경진(金景珍)"
625,경북,10,7,"최익한(崔益翰), 김재봉(金在鳳), 김영두(金英斗), 김공칠(金珙七), 오형선(吳瀅善), 안상길(安相吉), 김연환(金鍊煥)"
626,논의,10,9,"김연순(金蓮順), 천귀례(千貴禮), 이용도(李龍道), 김귀남(金貴南), 상원천중(上原川重), 산전종유(山田鍾有), 산전영순(山田榮淳), 산본명근(山本命根), 김형기(金炯璣)"
627,태평양,10,8,"김연순(金蓮順), 천귀례(千貴禮), 이용도(李龍道), 김귀남(金貴南), 차태준(車泰俊), 어수갑(魚秀甲), 하상대(河相大), 문남용(文南用)"
628,내무,10,4,"김형준(金炯埈), 김규열(金圭烈), 이병의(李丙儀), 최익무(崔翼武)"
629,소로,10,7,"임수근(林水根), 정구철(鄭求喆), 한동규(韓東圭), 이창운(李昌雲), 임동건(林東乾), 김양수(金瀁秀), 김기석(金基碩)"
630,인천,10,5,"오은영(吳恩泳), 편덕렬(片德烈), 추전미수(秋田美穗), 성산준림(星山峻臨), 김기용(金基用)"
631,경유,10,8,"김병하(金炳夏), 황상호(黃尙鎬), 김길도(金吉道), 이기영(李基榮), 정승원(鄭昇源), 조돈민(趙敦敏), 엄건섭(嚴建燮), 박의순(朴義淳)"
632,대한문,10,7,"양규섭(梁奎涉), 김술근(金述根), 김덕봉(金德奉), 윤내진(尹來鎭), 정성룡(鄭聖龍), 이태형(李台炯), 정성봉(鄭聖鳳)"
633,교장,10,3,"하길담(河吉淡), 여도현(呂道鉉), 김몽길(金夢吉)"
634,부수,10,5,"김술병(金述秉), 여도현(呂道鉉), 정태모(鄭泰模), 하길담(河吉淡), 김몽길(金夢吉)"
635,은닉,10,7,"김한(金翰), 윤응념(尹應念), 청정환(淸井桓), 김민두(金玟斗), 장의묵(張義默), 신화수(申華秀), 유촌도신(柳村道信)"
636,평북,10,9,"김종하(金宗河), 김용욱(金龍煜), 김의선(金義璇), 변정룡(邊珽龍), 김병일(金炳鎰), 송윤진(宋潤鎭), 김종선(金宗善), 이기용(李基溶), 윤하민(尹河民)"
637,곡리,10,5,"김병하(金炳夏), 정승원(鄭昇源), 조돈민(趙敦敏), 엄건섭(嚴建燮), 박의순(朴義淳)"
638,변전,10,5,"김홍식(金鴻植), 이종명(李鍾溟), 김사국(金士國), 이종승(李鍾昇), 이주범(李柱範)"
639,트리,10,5,"이만석(李萬錫), 장승화(張承和), 김순흥(金順興), 유기윤(柳冀允), 장태수(張台秀)"
640,전화선,10,5,"이만석(李萬錫), 장승화(張承和), 김순흥(金順興), 유기윤(柳冀允), 장태수(張台秀)"
641,운집,10,7,"김술근(金述根), 윤내진(尹來鎭), 정성룡(鄭聖龍), 안낙순(安樂淳), 유진홍(兪鎭弘), 정성봉(鄭聖鳳), 김용준(金用俊)"
642,곡산,10,7,"김희룡(金希龍), 조영섭(曹永涉), 김종환(金宗煥), 김창현(金昌玄), 정의양(鄭宜陽), 최숙석(崔叔石), 김자근봉(金自斤奉)"
643,고무,10,5,"김정수(金正洙), 박종식(朴棕植), 박무병(朴武炳), 이수섭(李守燮), 임종연(任鍾淵)"
644,계로,10,5,"이병철(李秉澈), 라창헌(羅昌憲), 정락윤(鄭樂倫), 이종욱(李鍾郁), 김태규(金泰珪)"
645,결행,10,6,"유인봉(柳寅奉), 천병권(千秉權), 나효균(羅孝均), 박종연(朴鍾連), 김학용(金鶴鎔), 진봉재(陳奉才)"
646,암시장,10,7,"유인봉(柳寅奉), 천병권(千秉權), 주성민(朱聖敏), 나효균(羅孝均), 박종연(朴鍾連), 최인수(崔仁洙), 진봉재(陳奉才)"
647,중과,10,5,"이정식(李廷植), 조두섭(趙斗燮), 염천태(廉天太), 유택선(劉澤瑄), 이완구(李玩求)"
648,압회,10,5,"이정식(李廷植), 조두섭(趙斗燮), 염천태(廉天太), 유택선(劉澤瑄), 이완구(李玩求)"
649,일금,9,6,"김명려(金明麗), 이근섭(李根燮), 김민두(金玟斗), 강기진(姜基珍), 오근영(吳根榮), 최용억(崔龍億)"
650,신문,9,7,"김해술(金海述), 강응렬(姜應烈), 신일용(辛日鎔), 김명식(金明植), 함희성(咸熙晟), 차기순(車基淳), 산전계부(山田季婦)"
651,신봉,9,9,"해기석(解基錫), 임양려(林良麗), 김제(金濟), 이조승(李潮承), 강학인(姜學仁), 조석홍(曺錫洪), 김병훈(金秉勳), 이주성(李周性), 대산순원(大山順元)"
652,전남,9,7,"인운식(印雲植), 인학수(印鶴洙), 임종근(林鍾根), 지영렬(池英烈), 고인환(高麟煥), 박병하(朴병夏), 김영재(金永才)"
653,밀고,9,9,"김은환(金殷煥), 이응식(李應植), 이금봉(李今奉), 조기시(曺奇矢), 청산을규(靑山乙圭), 이수혁(李壽赫), 허인협(許寅俠), 곽대용(郭大容), 이용규(李龍圭)"
654,연합,9,7,"백희원(白熺元), 국진순(鞠眞淳), 최봉린(崔奉○), 홍이관(洪利寬), 이창하(李昌河), 조응선(趙應先), 김조규(金助圭)"
655,지도,9,7,"여운철(呂運徹), 주정식(朱廷植), 임주홍(林周弘), 금천상준(金川相俊), 이판길(李判吉), 이원영(李元永), 이종세(李種世)"
656,실천,9,7,"금해원주(金海源柱), 산전호영(山田浩榮), 송본문홍(松本文弘), 옥강형근(玉岡炯根), 송천영은(松川永垠), 죽천태한(竹川泰漢), 옥원기복(玉原基福)"
657,무기,9,5,"최봉린(崔奉○), 홍이관(洪利寬), 한윤석(韓輪錫), 김군명(金君明), 김정국(金丁國)"
658,자로,9,7,"이연호(李淵湖), 남궁태(南宮○), 김금연(金錦연), 용환각(龍煥珏), 암성금자(岩城錦子), 최용억(崔龍億), 김귀선(金貴先)"
659,이태왕,9,9,"정인하(鄭寅夏), 김기수(金基洙), 홍종훈(洪鍾勳), 정영업(鄭永業), 이현열(李顯烈), 김면교(金冕敎), 김명건(金明健), 김천령(金天寧), 한동석(韓銅錫)"
660,졸병,9,9,"홍병복(洪秉福), 김업성(金業成), 차언복(車彦福), 김대성(金大成), 박홍천(朴洪天), 김길현(金吉鉉), 허내삼(許내三), 손영기(孫永基), 송용현(宋龍顯)"
661,조선어,9,7,"송산무웅(松山武雄), 김병규(金柄奎), 이환기(李煥器), 목하희승(木下熙昇), 청산수장(靑山秀章), 월성현배(月成鉉培), 산전계부(山田季婦)"
662,군청,9,8,"김인택(金仁澤), 김병하(金炳夏), 김익근(金益根), 이귀수(李貴守), 정승원(鄭昇源), 조돈민(趙敦敏), 엄건섭(嚴建燮), 박의순(朴義淳)"
663,유리창,9,3,"김술병(金述秉), 배방간(裵方干), 정태모(鄭泰模)"
664,광복,9,7,"위치곤(韋致坤), 김응집(金應集), 김옥명(金玉明), 차해규(車海奎), 이춘우(李春雨), 김응률(金應律), 김운종(金雲鍾)"
665,윌슨,9,9,"최린(崔麟), 백상규(白相奎), 한병익(韓秉益), 김창준(金昌俊), 정춘수(鄭春洙), 최남선(崔南善), 정노식(鄭魯湜), 임예환(林禮煥), 김원벽(金元璧)"
666,의뢰,9,8,"김종석(金鍾錫), 최규석(崔圭錫), 최상달(崔相達), 황금채(黃金彩), 한원칠(韓元七), 김태호(金泰昊), 양호갑(梁好甲), 장익근(張益根)"
667,통지서,9,5,"중도보지극(中島保之○), 조경윤(趙景尹), 이규성(李圭聲), 김종현(金宗鉉), 천광흠(天光欽)"
668,포위,9,3,"박경득(朴擎得), 김창일(金昌鎰), 이담(李擔)"
669,국민대회,9,5,"한남수(韓南洙), 황금술(黃金述), 윤화병(尹華炳), 김철(金澈), 이관우(李寬宇)"
670,서문,9,5,"전희로(全希魯), 윤상은(尹想殷), 김해관(金海管), 유흥주(劉興柱), 오시권(吳時勸)"
671,교양,9,7,"안병석(安秉石), 손광채(孫光采), 임양려(林良麗), 임종업(林鍾業), 나정운(羅鼎雲), 백락도(白樂道), 임종대(林鍾大)"
672,달라,9,3,"정본삼정(鄭本森政), 남상정(南相禎), 이담(李擔)"
673,유영주,9,3,"손화삼(孫華三), 노화범(盧和範), 이계웅(李啓雄)"
674,수행,9,8,"박나영(朴羅英), 유상묵(柳尙默), 장태원(張泰遠), 문상직(文相直), 윤낙중(尹樂重), 이기훈(李基薰), 채장숙(蔡章淑), 오원정은(吳元正殷)"
675,영국,9,4,"파산민웅(坡山敏雄), 산전우차량(山田祐次良), 삼본준호(三本濬鎬), 암본길평(岩本吉平)"
676,체포,8,7,"최성열(崔成烈), 강대려(姜大呂), 김영기(金榮基), 유기호(劉基鎬), 김우진(金宇鎭), 김윤하(金允河), 류하석(柳河錫)"
677,한일합병,8,6,"김유성(金有聲), 이원복(李遠福), 강동효(姜東孝), 국본수송(國本秀松), 향산광랑(香山光郞), 김범수(金範洙)"
678,납부,8,4,"강원도린(江原道麟), 이일득(李一得), 전낙규(全洛奎), 궁본배악(宮本培岳)"
679,독립국,8,8,"김용구(金容九), 신병칠(辛秉七), 김탁(金鐸), 장병섭(張炳涉), 이낙림(李洛林), 전흥식(全興植), 강응삼(姜應三), 신태하(申泰厦)"
680,조선공산당,8,5,"김병남(金丙男), 동승현(董承鉉), 이화영(李華永), 강학병(姜鶴秉), 이의종(李義鍾)"
681,제출,8,4,"고광하(高光夏), 김봉제(金鳳濟), 김덕진(金德鎭), 김용욱(金龍煜)"
682,좌익,8,8,"목산항규(牧山恒珪), 이병국(李炳國), 김한섭(金漢燮), 송본길평(松本吉平), 박성무(朴性茂), 최종엽(崔宗燁), 김민옥(金玟玉), 고광학(高光學)"
683,결사,8,7,"황하룡(黃河龍), 문무명훤(文武明煊), 광전승평(廣田勝平), 김중문(金重文), 이홍국(李弘國), 주촌현칙(朱村賢則), 청산하현(靑山夏鉉)"
684,제도,8,7,"선태섭(宣太燮), 이필(李필), 정은찬(鄭恩燦), 안전궁홍(安田弓弘), 석천창서(石川昌瑞), 구오현(具五鉉), 이학종(李學種)"
685,주입,8,8,"이홍채(李鴻采), 한장희(韓長禧), 박우홍(朴禹弘), 궁본승묵(宮本勝默), 김종희(金宗熙), 하동해안(河東海晏), 하명식(河明植), 부춘창수(富春昌樹)"
686,상업,8,4,"박상렬(朴相烈), 김규열(金圭烈), 최익무(崔翼武), 권영례(權寧禮)"
687,모금,8,7,"이계림(李桂林), 이철응(李喆應), 권충락(權忠洛), 이병규(李秉珪), 김정렬(金丁烈), 임은성(林銀星), 이작(李芍)"
688,담당,8,5,"금택순룡(金澤順龍), 정인설(鄭寅卨), 최남선(崔南善), 임순남(林順男), 주요한(朱耀翰)"
689,실현,8,8,"박호군(朴好君), 길한동(吉漢東), 심상욱(沈相昱), 이한용(李漢容), 최석(崔錫), 이동안(李同安), 김수동(金水同), 서명복(徐命福)"
690,해남,8,7,"김규수(金奎秀), 김흥봉(金興鳳), 홍남표(洪南杓), 김경두(金璟斗), 박천홍(朴天洪), 김현태(金鉉泰), 신건희(申健熙)"
691,비밀,8,7,"김종구(金鐘耉), 김규복(金圭福), 박원식(朴原植), 장현식(張鉉軾), 민강(閔慷), 송재호(宋在浩), 김고열(金高說)"
692,이름,8,5,"채홍인(蔡鴻仁), 김백옥(金白玉), 김찬순(金燦淳), 김석로(金錫魯), 김덕곤(金德坤)"
693,점령,8,4,"하길담(河吉淡), 여도현(呂道鉉), 산전계부(山田季婦), 김몽길(金夢吉)"
694,납세,8,4,"김사국(金思國), 한남수(韓南洙), 전옥결(全玉○), 이춘균(李春均)"
695,집기,8,5,"백태산(白泰山), 정순만(鄭順萬), 김수백(金壽伯), 박내명(朴來明), 이성구(李聲九)"
696,거주,8,6,"한장희(韓長禧), 손창현(孫昌鉉), 심재덕(沈在德), 임태순(林泰淳), 김용복(金龍福), 이작(李芍)"
697,노예,8,6,"이치성(李致成), 김한주(金漢周), 김정수(金正洙), 차영수(車永秀), 박택렬(朴澤烈), 이수섭(李守燮)"
698,의열단,8,4,"김한(金翰), 신화수(申華秀), 배치문(裵致文), 이영주(李永周)"
699,기사,8,6,"홍인표(洪仁杓), 김해술(金海述), 임원성(林元星), 윤인중(尹寅重), 유극창(柳極昌), 주한규(朱○奎)"
700,회보,8,6,"홍진범(洪鎭範), 송세원(宋世源), 변창대(邊昌大), 김호준(金鎬俊), 양재순(梁在順), 조상련(曺相連)"
701,제지,8,5,"나용기(羅龍基), 이교필(李敎필), 추성렬(秋成烈), 장순영(張順英), 윤하민(尹河民)"
702,러시아,8,7,"안병석(安秉石), 손광채(孫光采), 이홍국(李弘國), 송강헌중(松岡憲重), 파산경상(巴山景祥), 완산정만(完山廷萬), 전중기성(田中起成)"
703,사회,8,3,"야산태옥(野山泰玉), 오기섭(吳淇燮), 양원붕진(良元鵬進)"
704,습격,8,6,"이시중(李時重), 이주의(李注儀), 이회열(李會烈), 이기송(李起松), 이병렬(李秉烈), 이기우(李起우)"
705,보천교,7,6,"평소상선(平沼相瑄), 박운업(朴雲業), 용본춘영(龍本春榮), 이용운(李用運), 강본승하(岡本承河), 박제영(朴濟英)"
706,호응,7,6,"신국홍(申國洪), 류상순(柳相淳), 류상학(柳相學), 이원영(李元永), 고용석(高龍錫), 류상설(柳相卨)"
707,압박,7,7,"이원복(李遠福), 김평원(金平遠), 광뢰용순(廣瀨龍順), 최재홍(崔載弘), 김익환(金翊煥), 유원종남(柳原鍾湳), 김연중(金演重)"
708,나라,7,6,"이가규헌(李家圭憲), 김승신(金承信), 전정석(全廷奭), 윤남석(尹南錫), 암본길평(岩本吉平), 국본무남(國本武男)"
709,총독,7,5,"안동영목(安東寧牧), 국본창근(國本蒼根), 이언성(李彦成), 풍본영길(豊本英吉), 국본수송(國本秀松)"
710,다른,7,6,"김승일(金承一), 이구덕(李九德), 이태우(李太雨), 권명주(權明周), 이정(李정), 송천경(宋遷景)"
711,매진,7,6,"부영황(富永晃), 금주수의(金洲守誼), 금광성항(金光成恒), 낭산정섭(郎山正燮), 화전유항(和田有恒), 금원이정(金原二正)"
712,총재,7,6,"박원식(朴原植), 김찬규(金燦奎), 장현식(張鉉軾), 민강(閔慷), 송재호(宋在浩), 김고열(金高說)"
713,우송,7,6,"김유문(金裕問), 임원성(林元星), 임양재(任良宰), 이건태(李建台), 차해규(車海奎), 김기수(金麒壽)"
714,개설,7,4,"안병석(安秉石), 김도흠(金道欽), 손광채(孫光采), 유훈상(柳勳相)"
715,항쟁,7,4,"임부득(任富得), 여도현(呂道鉉), 원정상(元正常), 김몽길(金夢吉)"
716,폐점,7,2,"김수길(金秀吉), 이동욱(李東旭)"
717,구부,7,3,"김수길(金秀吉), 김우약(金禹若), 장래주(張來周)"
718,상호,7,4,"김희균(金熙均), 김태규(金泰珪), 이병철(李秉澈), 민강(閔강)"
719,주택,7,4,"이여종(李呂鍾), 이두영(李斗榮), 김혁근(金赫根), 유진홍(兪鎭弘)"
720,획득,7,6,"임주홍(林周弘), 우전창원(宇田昌源), 임종근(林鍾根), 방산용모(方山容模), 현덕균(玄德均), 횡전융웅(橫田隆雄)"
721,교리,7,5,"조병훈(曺秉勳), 한병익(韓秉益), 안규진(安圭晉), 이태우(李太雨), 원변호찬(原邊鎬燦)"
722,국민회,7,3,"유봉춘(兪鳳春), 정세충(鄭世忠), 전홍섭(全洪燮)"
723,공산당,7,3,"허윤섭(許允燮), 유축운(柳丑運), 이종익(李種益)"
724,이란,7,3,"장병준(張炳俊), 조명원(趙明元), 이동욱(李東旭)"
725,친일,6,6,"김병환(金○煥), 이성우(李成宇), 곽영조(郭永祚), 강상진(姜詳振), 김재수(金在洙), 최성규(崔成奎)"
726,대동,6,3,"강원원길(江原源吉), 산본기웅(山本起雄), 신석창(辛錫昌)"
727,전주,6,6,"유돌기(柳乭基), 신농신홍(神農信洪), 김만남(金萬南), 백낙주(白樂柱), 이갑진(李甲辰), 강응화(姜應化)"
728,승낙,6,5,"이승호(李丞浩), 김충규(金忠圭), 고산흠장(高山欽藏), 전종진(全鍾晉), 김형로(金瀅櫓)"
729,파견,6,4,"공세영(孔世榮), 송강선(宋岡瑄), 김연상(金演相), 박내홍(朴來洪)"
730,도주,6,4,"김주한(金周翰), 향원창한(香原昌翰), 광전정남(光田政男), 김도지(金道知)"
731,문과,6,4,"김철(金澈), 이도건(李道健), 홍석민(洪錫民), 권태은(權泰殷)"
732,그때,6,5,"평소상권(平沼相權), 금곡수수(金谷秀樹), 옥강형근(玉岡炯根), 송천영은(松川永垠), 죽천태한(竹川泰漢)"
733,봉기,6,6,"이정로(李鼎魯), 김재순(金在珣), 안전한옥(安田漢玉), 창해양주(蒼海良舟), 목전백중(木田百仲), 금원영규(金原永圭)"
734,제의,6,6,"김영기(金榮基), 임주홍(林周弘), 김낙구(金樂九), 이돈호(李暾浩), 최두환(崔斗煥), 김형칠(金衡七)"
735,학원,6,4,"여도현(呂道鉉), 최용복(崔容福), 김승한(金承翰), 김몽길(金夢吉)"
736,정책,6,3,"김병규(金柄奎), 민태원(閔泰瑗), 김태순(金兌淳)"
737,한인,6,5,"좌행옥(左行玉), 김종구(金鐘耉), 김석(金晳), 김운배(金○培), 문봉기(文奉祺)"
738,인민,6,4,"김성호(金聖灝), 김의홍(金義弘), 박세건(朴世鍵), 조동룡(趙東龍)"
739,면민,6,4,"박중옥(朴中玉), 김순연(金順淵), 조아당(趙亞當), 김용문(金用文)"
740,신앙,6,6,"한진환(韓眞煥), 김영근(金英根), 김유호(金維鎬), 지명한(池明漢), 김진호(金鎭鎬), 서석주(徐錫柱)"
741,취하,6,4,"현기언(玄基언), 조성은(趙成殷), 김영기(金榮基), 평전분(平田粉)"
742,저작,6,3,"이춘봉(李春鳳), 이봉순(李鳳舜), 김응집(金應集)"
743,재건,6,3,"행산원흥(幸山源興), 이우성(李愚誠), 김철주(金轍柱)"
744,경성,6,6,"이동찬(李東贊), 김형국(金衡國), 정원호(鄭源浩), 윤태환(尹泰煥), 채응수(蔡應洙), 안경춘(安敬春)"
745,모의,6,3,"이내성(李乃城), 임희수(林嬉洙), 류인수(柳仁秀)"
746,선언,6,4,"이영화(李永華), 한병표(韓炳豹), 조종목(趙鍾穆), 장찬진(張燦鎭)"
747,천황,5,4,"강동효(姜東孝), 송본광홍(松本光弘), 박기래(朴琪來), 원정상(元正常)"
748,계룡산,5,2,"정본삼정(鄭本森政), 강원원길(江原源吉)"
749,장소,5,5,"방대덕(方大德), 염현두(廉鉉斗), 한진교(韓震敎), 강형무(姜瑩武), 문원홍(文原洪)"
750,인심,5,5,"이병철(李丙哲), 횡산남두(橫山南斗), 공수명(孔壽命), 완산정만(完山廷萬), 김두옥(金斗玉)"
751,의식,5,4,"광전염규(廣田濂奎), 부춘창수(富春昌樹), 궁본승묵(宮本勝默), 유재기(劉載奇)"
752,잡지,5,3,"한장희(韓長禧), 윤응념(尹應念), 권병희(權炳熙)"
753,설치,5,5,"김희중(金熙重), 진종완(陳宗琓), 권창순(權昌順), 이춘구(李春九), 김창렬(金昌洌)"
754,난입,5,5,"김석봉(金石鳳), 이신규(李藎珪), 김경성(金慶星), 서상석(徐象錫), 한창호(韓昌鎬)"
755,비품,5,5,"김석봉(金石鳳), 이신규(李藎珪), 김경성(金慶星), 서상석(徐象錫), 한창호(韓昌鎬)"
756,도식,5,4,"김응두(金應斗), 정영업(鄭永業), 김관신(金觀新), 이보식(李輔植)"
757,퇴학,5,4,"조재득(趙再得), 암성금자(岩城錦子), 김금연(金錦연), 김귀선(金貴先)"
758,삐라,5,5,"김규응(金圭鷹), 이재연(李載淵), 윤길룡(尹吉龍), 이삼희(李三喜), 김월석(金月石)"
759,상륙,5,3,"신정종범(新井鍾範), 청수창길(淸水昌吉), 김기형(金璂瀅)"
760,총독부,5,3,"이환기(李煥器), 김백옥(金白玉), 채홍인(蔡鴻仁)"
761,절대,5,2,"김병남(金丙男), 이의종(李義鍾)"
762,원단,5,3,"김성호(金聖灝), 박세건(朴世鍵), 유근복(劉根馥)"
763,대표,5,3,"김연상(金演相), 차상진(車相晋), 배치문(裵致文)"
764,최용,5,3,"김인묵(金仁默), 최돈영(崔燉瑛), 한의룡(韓義龍)"
765,중앙,5,4,"박문구(朴文龜), 이계창(李桂昌), 김희문(金喜文), 박만갑(朴萬甲)"
766,건조물,5,3,"류준규(柳俊奎), 최경학(崔敬鶴), 박용간(朴龍幹)"
767,소화,5,3,"심응주(沈應宙), 박충권(朴忠權), 문평경호(文平京浩)"
768,군부,5,5,"박종욱(朴宗郁), 전도영(全道榮), 오기준(吳琪準), 안태현(安泰現), 변남조(邊南調)"
769,살해,5,3,"박희빈(朴熙彬), 정세충(鄭世忠), 이천탁(李天鐸)"
770,파손,5,1,배방간(裵方干)
771,비용,5,2,"이규성(李圭聲), 신화수(申華秀)"
772,휴교,5,4,"이용도(李龍道), 유원남(兪元男), 최영섭(崔泳燮), 이한성(李漢聖)"
773,청취,5,2,"풍전실(豊田實), 정찬주(鄭贊周)"
774,건설,4,3,"강원원길(江原源吉), 이화영(李華永), 김만유(金萬有)"
775,지배,4,4,"박기래(朴琪來), 원변호찬(原邊鎬燦), 광뢰용순(廣瀨龍順), 유원종남(柳原鍾湳)"
776,불만,4,2,"풍본영길(豊本英吉), 국본창근(國本蒼根)"
777,구입,4,3,"윤태환(尹泰煥), 금궁길만랑(金宮吉萬郞), 안경춘(安敬春)"
778,기관지,4,3,"유용한(柳龍翰), 표인성(俵仁性), 금택순룡(金澤順龍)"
779,독서,4,4,"이갑두(李甲斗), 김규복(金圭福), 박정은(朴正殷), 김영만(金永萬)"
780,대항,4,2,"전종진(全鍾晉), 김기용(金基用)"
781,혁명,4,3,"이학종(李學種), 김사용(金司鏞), 이초생(李初生)"
782,함북,4,4,"오수룡(吳壽龍), 천기수(千奇秀), 한병필(韓秉필), 김사익(金士翼)"
783,상점,4,1,김수길(金秀吉)
784,노력,4,4,"최현(崔鉉), 안형섭(安炯燮), 박만춘(朴萬春), 김영재(金永才)"
785,전부,4,2,"김원벽(金元壁), 신농신홍(神農信洪)"
786,강도,4,3,"유창목(兪昌穆), 김익곤(金益坤), 향원창한(香原昌翰)"
787,고관,4,4,"진석린(陳錫麟), 김제(金濟), 이재곤(李在坤), 방달홍(方達泓)"
788,요구,4,3,"김충규(金忠圭), 전병희(全炳熙), 이창운(李昌雲)"
789,청년회,4,4,"최성환(崔星煥), 이상윤(李相潤), 맹두은(孟斗恩), 백희원(白熺元)"
790,함흥,4,2,"한진만(韓鎭萬), 박상보(朴相甫)"
791,허영,4,1,최경로(崔敬老)
792,일본제국,3,3,"서원건웅(西原健雄), 고산종근(高山鍾根), 백천상기(白川湘基)"
793,설교,3,3,"송본종근(宋本琮根), 국본수송(國本秀松), 양산재만(陽山在萬)"
794,일본인,3,3,"양주홍(梁柱烘), 김상진(金尙珍), 국촌병무(菊村秉茂)"
795,참석,3,3,"김명건(金明健), 이동혁(李東赫), 김윤하(金允河)"
796,전파,3,2,"김병규(金柄奎), 전덕수(全德洙)"
797,노동자,3,3,"김병창(金秉昌), 조홍기(趙鴻基), 이재복(李在福)"
798,출경,3,3,"김세훈(金世勳), 김영순(金永淳), 허봉하(許奉河)"
799,게시,3,3,"김영원(金榮遠), 신봉두(申奉斗), 이대흥(李大興)"
800,일부,3,2,"암본용현(岩本勇賢), 김일곤(金日坤)"
801,고위,3,3,"조병훈(曺秉勳), 김지협(金知協), 조하승(曺河承)"
802,대회,3,2,"이봉룡(李鳳龍), 김태순(金兌淳)"
803,통신,3,2,"김한(金翰), 상산병하(常山炳夏)"
804,현재,3,3,"중천원조(中川原助), 주본정부(朱本正夫), 동우실(董祐實)"
805,고려,3,3,"최성환(崔星煥), 맹두은(孟斗恩), 전병희(全炳熙)"
806,폭발,3,2,"무본강지(武本江之), 삼산명호(森山明鎬)"
807,종로,3,2,"차상진(車相晋), 박성행(朴聲行)"
808,조선일보,3,3,"하강의화(下岡義和), 유웅경(劉熊慶), 송필학(宋必鶴)"
809,입수,3,3,"윤태환(尹泰煥), 최봉길(崔鳳吉), 안경춘(安敬春)"
810,미륵,3,3,"양원계초(良元啓超), 원변호찬(原邊鎬燦), 조일두생(朝日斗生)"
811,공산,3,3,"이봉길(李奉吉), 최성환(崔星煥), 허정암(許正巖)"
812,항일,3,1,이시중(李時重)
813,회복,3,1,최경학(崔敬鶴)
814,위원회,3,3,"허재선(許在先), 최남규(崔南奎), 허정암(許正巖)"
815,방송,3,1,풍전실(豊田實)
816,수신기,3,1,풍전실(豊田實)
817,취임,2,2,"고일청(高一淸), 신규식(申圭植)"
818,계급,2,2,"박사직(朴思稷), 국본충의(國本忠義)"
819,계몽,2,2,"송원춘기(松原春基), 금원이정(金原二正)"
820,도교,2,1,금정경식(金井景軾)
821,취의,2,1,김교상(金敎爽)
822,회의,2,2,"김종일(金宗日), 김낙영(金洛永)"
823,반대,2,1,김범수(金範洙)
824,결의,2,2,"김복식(金福植), 정금동(丁今同)"
825,기타,2,2,"한장희(韓長禧), 김시중(金時中)"
826,지부,2,2,"김월석(金月石), 윤길룡(尹吉龍)"
827,호소,2,2,"이정로(李鼎魯), 김재순(金在珣)"
828,실탄,2,1,김정욱(金貞郁)
829,거절,2,1,김정욱(金貞郁)
830,교주,2,2,"진석린(陳錫麟), 김제(金濟)"
831,공사,2,1,김중문(金重文)
832,결속,2,1,김형기(金炯璣)
833,김가진,2,1,김형도(金亨道)
834,잠입,2,2,"이춘구(李春九), 김희중(金熙重)"
835,불법,2,1,덕산희영(德山僖英)
836,강의,2,2,"이원복(李遠福), 동우실(董祐實)"
837,동소,2,2,"홍득린(洪得麟), 문정환(文廷煥)"
838,지위,2,2,"박경래(朴京來), 송본광홍(松本光弘)"
839,적국,2,1,방강실(芳岡實)
840,대동아전쟁,2,2,"백천상기(白川湘基), 유제탁(柳帝鐸)"
841,조선군,2,1,복정정일(福井正一)
842,비어,2,1,선원기평(善元基平)
843,조선총독부,2,2,"안학수(安學洙), 송원문헌(松原文憲)"
844,기입,2,2,"청산을규(靑山乙圭), 송재옥(宋在玉)"
